"title","firstname","middlename","lastname","name_suffix","nickname","party","state","district","in_office","gender","phone","fax","website","webform","congress_office","bioguide_id","votesmart_id","fec_id","govtrack_id","crp_id","twitter_id","congresspedia_url","youtube_url","facebook_id","official_rss","senate_class","birthdate"
"Rep","Charles","K.","Djou","","","R","HI","1","0","M","","","","","","D000611","17827","H0HI01157","412387","N00029460","RepCharlesDjou","http://www.opencongress.org/wiki/Charles_Djou","http://www.youtube.com/RepCharlesDjou","","","","08/09/1970"
"Rep","Jeff","","Denham","","","R","CA","19","1","M","202-225-4540","202-225-3402","http://denham.house.gov/","","1605 Longworth House Office Building","D000612","28769","H0CA19173","412403","N00031593","RepJeffDenham","http://www.opencongress.org/wiki/Jeff_Denham","http://www.youtube.com/user/jeffdenham19","252091262189","","","07/29/1967"
"Rep","Robert","","Dold","Jr.","","R","IL","10","1","M","202-225-4835","202-225-0837","http://dold.house.gov/","","212 Cannon House Office Building","D000613","116548","H0IL10302","412420","N00031103","RepDold","http://www.opencongress.org/wiki/Robert_Dold","","131680867001","","","06/23/1969"
"Rep","Sean","","Duffy","","","R","WI","7","1","M","202-225-3365","","http://duffy.house.gov/","","1208 Longworth House Office Building","D000614","126238","H0WI07051","412488","N00030967","RepSeanDuffy","http://www.opencongress.org/wiki/Sean_Duffy","http://www.youtube.com/user/RepSeanDuffy","RepSeanDuffy","","","10/03/1971"
"Rep","Jeff","","Duncan","","","R","SC","3","1","M","202-225-3365","202- 225-3216","http://jeffduncan.house.gov/","","116 Cannon House Office Building","D000615","47967","H0SC03077","412472","N00030752","RepJeffDuncan","http://www.opencongress.org/wiki/Jeff_Duncan","","187268144624279","","","01/07/1966"
"Rep","Scott","","DesJarlais","","","R","TN","4","1","M","202-225-6831","202-226-5172","http://desjarlais.house.gov/","","413 Cannon House Office Building","D000616","123473","H0TN04195","412477","N00030957","tndesjarlais","http://www.opencongress.org/wiki/Scott_Desjarlais","http://www.youtube.com/ScottDesJarlaisTN04","","","","02/21/1964"
"Rep","Thomas","","Edwards","","Chet","D","TX","17","0","M","","","","","","E000063","27087","H8TX06035","400118","N00005794","","http://www.opencongress.org/wiki/Thomas_Edwards","http://www.youtube.com/ChetEdwardsTexas","","","","11/24/1951"
"Rep","Vernon","J.","Ehlers","","Vern","R","MI","3","0","M","","","","","","E000092","26907","H4MI03045","400119","N00004166","","http://www.opencongress.org/wiki/Vernon_Ehlers","http://www.youtube.com/CongressmanEhlers","","","","02/06/1934"
"Rep","Jo Ann","","Emerson","","","R","MO","8","1","F","202-225-4404","202-226-0326","http://house.gov/emerson/","http://www.house.gov/emerson/contact/","2230 Rayburn House Office Building","E000172","903","H6MO08084","400121","N00005090","","http://www.opencongress.org/wiki/Jo_Ann_Emerson","http://www.youtube.com/USRepJoAnnEmerson","","","","09/16/1950"
"Rep","Eliot","L.","Engel","","","D","NY","17","1","M","202-225-2464","202-225-5513","http://engel.house.gov/","http://www.house.gov/writerep","2161 Rayburn House Office Building","E000179","26972","H8NY19058","400122","N00001003","RepEliotEngel","http://www.opencongress.org/wiki/Eliot_Engel","http://www.youtube.com/Engel2161","103355984852","","","02/18/1947"
"Rep","Philip","","English","","Phil","R","PA","3","0","M","","","","","","E000187","21865","H4PA21051","400123","N00001427","","http://www.opencongress.org/wiki/Philip_English","","","","","06/20/1956"
"Sen","John","Eric","Ensign","","","R","NV","Junior Seat","0","M","","","","","","E000194","22139","S8NV00073","300040","N00006619","SenEnsign","http://www.opencongress.org/wiki/John_Ensign","http://www.youtube.com/SenatorEnsign","johnensign","","I","03/25/1958"
"Rep","Anna","G.","Eshoo","","","D","CA","14","1","F","202-225-8104","202-225-8890","http://eshoo.house.gov/","https://forms.house.gov/eshoo/webforms/issue_subscribe.htm","205 Cannon House Office Building","E000215","26741","H8CA12098","400124","N00007335","RepAnnaEshoo","http://www.opencongress.org/wiki/Anna_Eshoo","http://www.youtube.com/RepAnnaEshoo","RepAnnaEshoo","","","12/13/1942"
"Rep","Bob","R.","Etheridge","","","D","NC","2","0","M","","","","","","E000226","118","H6NC02080","400125","N00002269","","http://www.opencongress.org/wiki/Bob_Etheridge","http://www.youtube.com/RepBobEtheridge","","","","08/07/1941"
"Rep","Terry","","Everett","","","R","AL","2","0","M","","","","","","E000268","26711","H2AL02067","400127","N00003083","","http://www.opencongress.org/wiki/Terry_Everett","","","","","02/15/1937"
"Sen","Michael","B.","Enzi","","Mike","R","WY","Senior Seat","1","M","202-224-3424","202-228-0359","http://www.enzi.senate.gov","http://www.enzi.senate.gov/public/index.cfm/contact?p=e-mail-senator-enzi","379a Russell Senate Office Building","E000285","558","S6WY00126","300041","N00006249","","http://www.opencongress.org/wiki/Michael_Enzi","http://www.youtube.com/SenatorEnzi","mikeenzi","","II","02/01/1944"
"Rep","Rahm","","Emanuel","","","D","IL","5","0","M","","","","","","E000287","33530","H2IL05092","400120","N00024813","","http://www.opencongress.org/wiki/Rahm_Emanuel","","","","","11/29/1959"
"Rep","Keith","M.","Ellison","","","D","MN","5","1","M","202-225-4755","202-225-4886","http://ellison.house.gov","http://ellison.house.gov/index.php?option=com_content&task=view&id=87","1027 Longworth House Office Building","E000288","38982","H6MN05183","412215","N00028257","keithellison","http://www.opencongress.org/wiki/Keith_Ellison","http://www.youtube.com/RepKeithEllison","Keith.Ellison","","","08/04/1963"
"Rep","Brad","","Ellsworth","","","D","IN","8","0","M","","","","","","E000289","57497","H6IN08210","412206","N00027575","","http://www.opencongress.org/wiki/Brad_Ellsworth","","","","","09/11/1958"
"Rep","Donna","","Edwards","","","D","MD","4","1","F","202-225-8699","202-225-8714","http://donnaedwards.house.gov/","http://www.house.gov/writerep","318 Cannon House Office Building","E000290","65085","H6MD04183","412263","N00028249","repdonnaedwards","http://www.opencongress.org/wiki/Donna_Edwards","http://www.youtube.com/RepDonnaFEdwards","107297211756","","","06/28/1958"
"Rep","Renee","","Ellmers","","","R","NC","2","1","F","202-225-4531","202- 225-5662 ","http://ellmers.house.gov/","","1533 Longworth House Office Building","E000291","120897","H0NC02059","412457","N00031513","RepReneeEllmers","http://www.opencongress.org/wiki/Renee_Ellmers","http://www.youtube.com/repreneeellmers","reneeellmers","","","02/09/1964"
"Del","Eni","","Faleomavaega","Jr","","D","AS","0","1","M","202-225-8577","202-225-8757","http://www.house.gov/faleomavaega/","http://www.house.gov/writerep","2422 Rayburn House Office Building","F000010","774","H0AS00018","400128","N00007632","","http://www.opencongress.org/wiki/Eni_Faleomavaega","","","","","08/15/1943"
"Rep","Sam","","Farr","","","D","CA","17","1","M","202-225-2861","202-225-6791","http://farr.house.gov/","http://www.farr.house.gov/index.php?option=com_content&task=view&id=202","1126 Longworth House Office Building","F000030","26745","H4CA17021","400129","N00007312","RepSamFarr","http://www.opencongress.org/wiki/Sam_Farr","http://www.youtube.com/CongressmanSamFarr","SamFarr","","","07/04/1941"
"Rep","Chaka","","Fattah","Sr.","","D","PA","2","1","M","202-225-4001","202-225-5392","http://fattah.house.gov/","http://fattah.house.gov/?sectionid=8&sectiontree=8","2301 Rayburn House Office Building","F000043","21850","H2PA02055","400130","N00001746","chakafattah","http://www.opencongress.org/wiki/Chaka_Fattah","http://www.youtube.com/user/ChakaFattah","repfattah","","","11/21/1956"
"Sen","Russell","D.","Feingold","","","D","WI","Junior Seat","0","M","","","","","","F000061","53361","S8WI00026","300042","N00000036","russfeingold","http://www.opencongress.org/wiki/Russell_Feingold","http://www.youtube.com/SenRussFeingold","","","III","03/02/1953"
"Sen","Dianne","","Feinstein","","","D","CA","Senior Seat","1","F","202-224-3841","202-228-3954","http://www.feinstein.senate.gov","http://www.feinstein.senate.gov/public/index.cfm/e-mail-me","331 Hart Senate Office Building","F000062","53273","S0CA00199","300043","N00007364","senfeinstein","http://www.opencongress.org/wiki/Dianne_Feinstein","http://www.youtube.com/SenatorFeinstein","DianneFeinstein","","I","06/22/1933"
"Rep","Bob","","Filner","","","D","CA","51","1","M","202-225-8045","202-225-9073","http://www.house.gov/filner/","http://www.house.gov/writerep","2428 Rayburn House Office Building","F000116","26774","H2CA50034","400133","N00007033","CongBobFilner","http://www.opencongress.org/wiki/Bob_Filner","http://www.youtube.com/user/bobfilnerca51","bobfilner","","","09/04/1942"
"Rep","Barney","","Frank","","","D","MA","4","1","M","202-225-5931","202-225-0182","http://www.house.gov/frank/","http://www.house.gov/writerep","2252 Rayburn House Office Building","F000339","26897","H0MA04036","400140","N00000275","","http://www.opencongress.org/wiki/Barney_Frank","http://www.youtube.com/barneyfrank","barneyfrank","","","03/31/1940"
"Rep","Rodney","P.","Frelinghuysen","","","R","NJ","11","1","M","202-225-5034","202-225-3186","http://frelinghuysen.house.gov/","http://frelinghuysen.house.gov/contactus/form.cfm","2369 Rayburn House Office Building","F000372","22177","H2NJ05014","400142","N00000684","RodneyforNJ","http://www.opencongress.org/wiki/Rodney_Frelinghuysen","http://www.youtube.com/repfrelinghuysen","","","","04/29/1946"
"Rep","Vito","J.","Fossella","Jr.","","R","NY","13","0","M","","","","","","F000440","16455","H8NY13028","400139","N00000983","","http://www.opencongress.org/wiki/Vito_Fossella","","","","","03/09/1965"
"Rep","Michael","","Ferguson","","Mike","R","NJ","7","0","M","","","","","","F000443","22521","H8NJ06118","400132","N00000766","","http://www.opencongress.org/wiki/Michael_Ferguson","","","","","06/22/1970"
"Rep","Jeff","","Flake","","","R","AZ","6","1","M","202-225-2635","202-226-4386","http://flake.house.gov/","http://www.house.gov/writerep","240 Cannon House Office Building","F000444","28128","H0AZ01184","400134","N00009573","JeffFlake","http://www.opencongress.org/wiki/Jeff_Flake","http://www.youtube.com/flakeoffice","congressmanjeffflake","","","12/31/1962"
"Rep","James","Randy","Forbes","","Randy","R","VA","4","1","M","202-225-6365","202-226-1170","http://forbes.house.gov/","http://forbes.house.gov/zipauth.html","2438 Rayburn House Office Building","F000445","5146","H2VA04052","400137","N00013799","Randy_Forbes","http://www.opencongress.org/wiki/James_Randy_Forbes","http://www.youtube.com/RepRandyForbes","randyforbes","","","02/17/1952"
"Rep","Tom","","Feeney","","","R","FL","24","0","M","","","","","","F000447","12856","H2FL00250","400131","N00024851","","http://www.opencongress.org/wiki/Tom_Feeney","","","","","05/21/1958"
"Rep","Trent","","Franks","","","R","AZ","2","1","M","202-225-4576","202-225-6328","http://franks.house.gov/","https://forms.house.gov/franks/email_zipcheck.shtml","2435 Rayburn House Office Building","F000448","28399","H4AZ04024","400141","N00006423","RepTrentFranks","http://www.opencongress.org/wiki/Trent_Franks","http://www.youtube.com/RepTrentFranks","TrentFranks","","","06/19/1957"
"Rep","Jeff","","Fortenberry","","","R","NE","1","1","M","202-225-4806","202-225-5686","http://fortenberry.house.gov/","http://fortenberry.house.gov/contactform_zipcheck.shtml","1514 Longworth House Office Building","F000449","41929","H4NE01064","400640","N00026631","JeffFortenberry","http://www.opencongress.org/wiki/Jeff_Fortenberry","http://www.youtube.com/JeffFortenberry","jefffortenberry","","","12/27/1960"
"Rep","Virginia","Ann","Foxx","","Virginia","R","NC","5","1","F","202-225-2071","202-225-2995","http://foxx.house.gov/","http://www.house.gov/formfoxx/IMA/issue_subscribe.htm","1230 Longworth House Office Building","F000450","6051","H4NC05146","400643","N00026166","virginiafoxx","http://www.opencongress.org/wiki/Virginia_Foxx","http://www.youtube.com/RepVirginiaFoxx","virginiafoxx","","","06/29/1943"
"Rep","Michael","","Fitzpatrick","","Mike","R","PA","8","1","M","202-225-4276","202- 225-9511","http://fitzpatrick.house.gov/","","1224 Longworth House Office Building","F000451","46971","H4PA08074","400646","N00027229","RepFitzpatrick","http://www.opencongress.org/wiki/Michael_Fitzpatrick","","","","","06/28/1963"
"Com","Luis","G.","Fortuno","","","R","PR","0","0","M","","","","","","F000452","47567","H4PR00079","400662","N00026264","","http://www.opencongress.org/wiki/Luis_Fortuno","","","","","10/31/1960"
"Rep","Mary","","Fallin","","","R","OK","5","0","F","","","","","","F000453","1699","H6OK05160","412230","N00027781","RepMaryFallin","http://www.opencongress.org/wiki/Mary_Fallin","http://www.youtube.com/RepMaryFallin","","","","12/09/1954"
"Rep","Bill","","Foster","","","D","IL","14","0","M","","","","","","F000454","101632","H8IL14067","412257","N00029139","","http://www.opencongress.org/wiki/Bill_Foster","","","","","10/07/1955"
"Rep","Marcia","L.","Fudge","","","D","OH","11","1","F","202-225-7032","202-225-1339","http://fudge.house.gov/","https://forms.house.gov/fudge/contact-form.shtml","1019 Longworth House Office Building","F000455","110640","H8OH11141","412327","N00030490","marciafudge","http://www.opencongress.org/wiki/Marcia_Fudge","http://www.youtube.com/marcialfudge","RepMarciaLFudge","","","10/29/1952"
"Rep","John","","Fleming","","","R","LA","4","1","M","202-225-2777","202-225-8039","http://fleming.house.gov/","https://forms.house.gov/fleming/contact-form.shtml","416 Cannon House Office Building","F000456","108811","H8LA04225","412275","N00029679","RepFleming","http://www.opencongress.org/wiki/John_Fleming","http://www.youtube.com/larep04","RepJohnFleming","","","07/05/1951"
"Sen","Al","","Franken","","","D","MN","Junior Seat","1","M","202-224-5641","","http://www.franken.senate.gov","http://www.franken.senate.gov/?p=contact","309 Hart Senate Office Building","F000457","108924","S8MN00438","412378","N00029016","","http://www.opencongress.org/wiki/Al_Franken","http://www.youtube.com/SenatorFranken","Sen.Franken","","II","05/21/1951"
"Rep","Stephen","","Fincher","","","R","TN","8","1","M","202-225-4714","202-225-1765","http://fincher.house.gov/","","1118 Longworth House Office Building","F000458","124659","H0TN08246","412479","N00031141","RepFincherTN08","http://www.opencongress.org/wiki/Stephen_Fincher","","FincherforCongress","","","02/07/1973"
"Rep","Chuck","","Fleischmann","","","R","TN","3","1","M","202-225-3271","202-225-3494","http://fleischmann.house.gov/","","511 Cannon House Office Building","F000459","123456","H0TN03254","412476","N00030815","RepChuck","http://www.opencongress.org/wiki/Chuck_Fleischmann","http://www.youtube.com/repchuck","repchuck","","","10/11/1962"
"Rep","Blake","","Farenthold","","","R","TX","27","1","M","202-225-7742","202-226-1134","http://farenthold.house.gov/","","2110 Rayburn House Office Building","F000460","116919","H0TX27061","412482","N00031672","farenthold","http://www.opencongress.org/wiki/Blake_Farenthold","http://www.youtube.com/BlakeFarenthold","","","","12/12/1961"
"Rep","Bill","","Flores","","","R","TX","17","1","M","202-225-6105","202-225-0350","http://flores.house.gov/","","1505 Longworth House Office Building","F000461","116906","H0TX17104","412480","N00031545","RepBillFlores","http://www.opencongress.org/wiki/Bill_Flores","http://www.youtube.com/RepBillFlores","RepBillFlores","","","02/25/1954"
"Rep","Elton","W.","Gallegly","","","R","CA","24","1","M","202-225-5811","202-225-1100","http://house.gov/gallegly/","http://www.house.gov/writerep","2309 Rayburn House Office Building","G000021","26750","H6CA21028","400144","N00007231","eltongallegly24","http://www.opencongress.org/wiki/Elton_Gallegly","http://www.youtube.com/user/usrepeltongallegly","eltongallegly","","","03/07/1944"
"Rep","Wayne","T.","Gilchrest","","","R","MD","1","0","M","","","","","","G000180","26886","H8MD01037","400149","N00002012","","http://www.opencongress.org/wiki/Wayne_Gilchrest","","","","","04/15/1946"
"Rep","Paul","Eugene","Gillmor","","","R","OH","5","0","M","","","","","","G000210","","H8OH05044","400150","N00003660","","http://www.opencongress.org/wiki/Paul_Gillmor","","","","","02/01/1939"
"Rep","Virgil","H.","Goode","Jr.","","R","VA","5","0","M","","","","","","G000280","527","H6VA05068","400153","N00002167","","http://www.opencongress.org/wiki/Virgil_Goode","","","","","10/17/1946"
"Rep","Robert","W.","Goodlatte","","Bob","R","VA","6","1","M","202-225-5431","202-225-9681","http://goodlatte.house.gov/","http://www.house.gov/goodlatte/emailbob.htm","2240 Rayburn House Office Building","G000289","27116","H2VA06115","400154","N00009154","RepGoodlatte","http://www.opencongress.org/wiki/Robert_Goodlatte","http://www.youtube.com/RepBobGoodlatte","BobGoodlatte","","","09/22/1952"
"Rep","Bart","","Gordon","","","D","TN","6","0","M","","","","","","G000309","27071","H4TN04015","400155","N00003126","","http://www.opencongress.org/wiki/Bart_Gordon","http://www.youtube.com/repbartgordon","","","","01/24/1949"
"Sen","Lindsey","O.","Graham","","","R","SC","Senior Seat","1","M","202-224-5972","202-224-3808","http://www.lgraham.senate.gov/","http://www.lgraham.senate.gov/public/index.cfm?FuseAction=Contact.EmailSenatorGraham","290 Russell Senate Office Building","G000359","21992","S0SC00149","300047","N00009975","GrahamBlog","http://www.opencongress.org/wiki/Lindsey_Graham","http://www.youtube.com/USSenLindseyGraham","USSenatorLindseyGraham","","II","07/09/1955"
"Rep","Kay","","Granger","","","R","TX","12","1","F","202-225-5071","202-225-5683","http://kaygranger.house.gov/","http://kaygranger.house.gov/?sectionid=46&sectiontree=46","320 Cannon House Office Building","G000377","334","H6TX12060","400157","N00008799","RepKayGranger","http://www.opencongress.org/wiki/Kay_Granger","http://www.youtube.com/repkaygranger","49640749719","","","01/18/1943"
"Sen","Charles","E.","Grassley","","Chuck","R","IA","Senior Seat","1","M","202-224-3744","202-224-6020","http://www.grassley.senate.gov","http://www.grassley.senate.gov/contact.cfm","135 Hart Senate Office Building","G000386","53293","S0IA00028","300048","N00001758","ChuckGrassley","http://www.opencongress.org/wiki/Charles_Grassley","http://www.youtube.com/SenChuckGrassley","grassley","","III","09/17/1933"
"Rep","Raymond","Eugene","Green","","Gene","D","TX","29","1","M","202-225-1688","202-225-9903","http://house.gov/green/","http://www.house.gov/green/contact","2470 Rayburn House Office Building","G000410","27100","H2TX29030","400160","N00005870","RepGeneGreen","http://www.opencongress.org/wiki/Raymond_Green","","","","","10/17/1947"
"Sen","Judd","A.","Gregg","","","R","NH","Senior Seat","0","M","202-224-3324","202-224-4952","http://gregg.senate.gov/","http://gregg.senate.gov/contact/","201 Russell Senate Office Building","G000445","53321","S2NH00025","300049","N00000444","","http://www.opencongress.org/wiki/Judd_Gregg","","","","III","02/14/1947"
"Rep","Luis","V.","Gutierrez","","","D","IL","4","1","M","202-225-8203","202-225-7810","http://luisgutierrez.house.gov/","http://www.house.gov/writerep","2266 Rayburn House Office Building","G000535","26841","H2IL08039","400163","N00004874","repgutierrez","http://www.opencongress.org/wiki/Luis_Gutierrez","http://www.youtube.com/repluisgutierrez","RepGutierrez","","","12/10/1953"
"Rep","Charles","A.","Gonzalez","","Charlie","D","TX","20","1","M","202-225-3236","202-225-1915","http://www.gonzalez.house.gov/","http://www.gonzalez.house.gov/index.php?option=com_content&task=view&id=170","1436 Longworth House Office Building","G000544","25445","H8TX20077","400152","N00005960","TX20CharlieG","http://www.opencongress.org/wiki/Charles_Gonzalez","http://www.youtube.com/charlesagonzalez","55174583605","","","05/05/1945"
"Rep","Samuel","B.","Graves","","Sam","R","MO","6","1","M","202-225-7041","202-225-8221","http://house.gov/graves/","http://www.house.gov/graves/contact.shtml","1415 Longworth House Office Building","G000546","9425","H0MO06073","400158","N00013323","","http://www.opencongress.org/wiki/Samuel_Graves","","","","","11/07/1963"
"Rep","E. Scott","","Garrett","","","R","NJ","5","1","M","202-225-4465","202-225-9048","http://garrett.house.gov/","http://www.house.gov/formgarrett/contact.shtml","2444 Rayburn House Office Building","G000548","4430","H8NJ05052","400145","N00000743","","http://www.opencongress.org/wiki/E._Scott_Garrett","http://www.youtube.com/RepScottGarrett","repscottgarrett","","","07/09/1959"
"Rep","Jim","","Gerlach","","","R","PA","6","1","M","202-225-4315","202-225-8440","http://gerlach.house.gov/","http://www.house.gov/writerep","2442 Rayburn House Office Building","G000549","5226","H2PA06114","400147","N00025025","JimGerlach","http://www.opencongress.org/wiki/Jim_Gerlach","http://www.youtube.com/RepJimGerlach","JimGerlach","","","02/25/1955"
"Rep","Phil","","Gingrey","","","R","GA","11","1","M","202-225-2931","202-225-2944","http://gingrey.house.gov/","http://www.house.gov/formgingrey/IMA/issue.htm","442 Cannon House Office Building","G000550","17644","H2GA11149","400151","N00024760","RepPhilGingrey","http://www.opencongress.org/wiki/Phil_Gingrey","http://www.youtube.com/RepPhilGingrey","RepPhilGingrey","","","07/10/1942"
"Rep","Raul","M.","Grijalva","","","D","AZ","7","1","M","202-225-2435","202-225-1541","http://grijalva.house.gov/","http://grijalva.house.gov/?sectionid=49&sectiontree=2,49","1511 Longworth House Office Building","G000551","28253","H2AZ07070","400162","N00025284","repraulgrijalva","http://www.opencongress.org/wiki/Raul_Grijalva","http://www.youtube.com/raulgrijalvaaz07","Rep.Grijalva","","","02/19/1948"
"Rep","Louis","","Gohmert","","Louie","R","TX","1","1","M","202-225-3035","202-226-1230","http://gohmert.house.gov/index.html","http://gohmert.house.gov/contact_louie.htm","2440 Rayburn House Office Building","G000552","50029","H4TX04039","400651","N00026148","replouiegohmert","http://www.opencongress.org/wiki/Louis_Gohmert","http://www.youtube.com/GohmertTX01","","","","08/18/1953"
"Rep","Al","","Green","","","D","TX","9","1","M","202-225-7508","202-225-2947","http://house.gov/algreen/","http://www.house.gov/writerep","2201 Rayburn House Office Building","G000553","49680","H4TX09095","400653","N00026686","RepAlGreen","http://www.opencongress.org/wiki/Al_Green","http://www.youtube.com/RepAlGreen","","","","09/01/1947"
"Rep","Gabrielle","","Giffords","","","D","AZ","8","0","F","202-225-2542","202-225-0378","http://giffords.house.gov/","http://giffords.house.gov/contact/mailing-list/","1030 Longworth House Office Building","G000554","28507","H6AZ08038","412188","N00027829","","http://www.opencongress.org/wiki/Gabrielle_Giffords","http://www.youtube.com/giffords2","GabrielleGiffords","","","06/08/1970"
"Sen","Kirsten","E.","Gillibrand","","","D","NY","Junior Seat","1","F","202-224-4451","202-225-1168","http://www.gillibrand.senate.gov","http://www.gillibrand.senate.gov/contact/","478 Russell Senate Office Building","G000555","65147","H6NY20167","412223","N00027658","SenGillibrand","http://www.opencongress.org/wiki/Kirsten_Gillibrand","http://www.youtube.com/KirstenEGillibrand","KirstenGillibrand","","I","12/09/1966"
"Rep","Alan","","Grayson","","","D","FL","8","0","M","","","","","","G000556","68184","H6FL08213","412276","N00028418","alangrayson","http://www.opencongress.org/wiki/Alan_Grayson","http://www.youtube.com/repalangrayson","","","","03/13/1958"
"Rep","Parker","","Griffith","","","R","AL","5","0","M","","","","","","G000557","60357","H8AL05109","412277","N00029917","rep_p_griffith","http://www.opencongress.org/wiki/Parker_Griffith","http://www.youtube.com/ParkerGriffith","","","","08/06/1942"
"Rep","Steven","Brett","Guthrie","","","R","KY","2","1","M","202-225-3501","202-226-2019","http://guthrie.house.gov/","https://forms.house.gov/guthrie/contact-form.shtml","308 Cannon House Office Building","G000558","18829","H8KY02031","412278","N00029675","","http://www.opencongress.org/wiki/Steven_Guthrie","http://www.youtube.com/user/BrettGuthrie","","","","02/18/1964"
"Rep","John","","Garamendi","","","D","CA","10","1","M","202-225-1880","202-225-5914","http://garamendi.house.gov/","http://garamendi.house.gov/contact/email-me.shtml","228 Cannon House Office Building","G000559","29664","H0CA10149","412382","N00030856","RepGaramendi","http://www.opencongress.org/wiki/John_Garamendi","","johngaramendi","","","01/24/1945"
"Rep","John","Thomas","Graves","Jr.","Tom","R","GA","9","1","M","202-225-5211","202-225-8272","http://tomgraves.house.gov/","http://tomgraves.house.gov/contact/","1113 Longworth House Office Building","G000560","31969","H0GA09030","412388","N00030788","reptomgraves","http://www.opencongress.org/wiki/Tom_Graves","http://www.youtube.com/user/CongressmanGraves","reptomgraves","","","02/03/2010"
"Sen","Carte","","Goodwin","","","D","WV","Junior Seat","0","M","","","","","","G000561","126202","","412389","N00032762","","http://www.opencongress.org/wiki/Carte_Goodwin","","","","","02/27/1974"
"Rep","Cory","","Gardner","","","R","CO","4","1","M","202-225-4676","","http://gardner.house.gov/","","213 Cannon House Office Building","G000562","30004","H0CO04122","412406","N00030780","RepCory","http://www.opencongress.org/wiki/Cory_Gardner","http://www.youtube.com/RepCoryGardner","CongressmanGardner","","","08/22/1974"
"Rep","Bob","","Gibbs","","","R","OH","18","1","M","202-225-6265","202-225-3394","http://gibbs.house.gov/","","329 Cannon House Office Building","G000563","45466","H0OH18077","412463","N00031128","Bob_gibbs","http://www.opencongress.org/wiki/Bob_Gibbs","http://www.youtube.com/user/RepBobGibbs","RepBobGibbs","","","06/14/1954"
"Rep","Christopher","","Gibson","","","R","NY","20","1","M","202-225-5614","202-225-1168","http://gibson.house.gov/","","502 Cannon House Office Building","G000564","127042","H0NY20095","412453","N00031998","RepChrisGibson","http://www.opencongress.org/wiki/Chris_Gibson","http://www.youtube.com/repchrisgibson","","","","05/13/1964"
"Rep","Paul","","Gosar","","","R","AZ","1","1","M","202-225-2315","200-226-9739","http://gosar.house.gov/","","504 Cannon House Office Building","G000565","123491","H0AZ01259","412397","N00030771","RepGosar","http://www.opencongress.org/wiki/Paul_Gosar","","","","","11/27/1958"
"Rep","Trey","","Gowdy","","","R","SC","4","1","M","202-225-6030","202-226-1177","http://gowdy.house.gov/","","1237 Longworth House Office Building","G000566","121782","H0SC04257","412473","N00030880","tgowdysc","http://www.opencongress.org/wiki/Trey_Gowdy","http://www.youtube.com/user/TGowdySC","","","","08/22/1964"
"Rep","Tim","","Griffin","","","R","AR","2","1","M","202-225-2506","202-225-5903","http://griffin.house.gov/","","1232 Longworth House Office Building","G000567","119213","H0AR02107","412401","N00031297","RepTimGriffin","http://www.opencongress.org/wiki/Tim_Griffin","http://www.youtube.com/reptimgriffin","RepTimGriffin","","","08/21/1968"
"Rep","Morgan","","Griffith","","","R","VA","9","1","M","202-225-3861","202- 225-0076","http://morgangriffith.house.gov/","","1108 Longworth House Office Building","G000568","5148","H0VA09055","412485","N00032029","RepMGriffith","http://www.opencongress.org/wiki/Morgan_Griffith","http://www.youtube.com/RepMorganGriffith","RepMorganGriffith","","","03/15/1958"
"Rep","Mike","","Grimm","","","R","NY","13","1","M","202-225-3371","202- 226-1272","http://grimm.house.gov/","","512 Cannon House Office Building","G000569","127075","H0NY13074","412451","N00031401","","http://www.opencongress.org/wiki/Michael_Grimm","","","","","02/07/1970"
"Rep","Frank","","Guinta","","","R","NH","1","1","M","202-225-5456","202-225-5822","http://guinta.house.gov/","","1223 Longworth House Office Building","G000570","42946","H0NH01217","412447","N00030801","frankguinta","http://www.opencongress.org/wiki/Frank_Guinta","","repfrankguinta","","","09/26/1970"
"Rep","Ralph","Moody","Hall","","","R","TX","4","1","M","202-225-6673","202-225-3332","http://ralphhall.house.gov/","http://www.house.gov/ralphhall/IMA/zipauth.htm","2405 Rayburn House Office Building","H000067","27080","H0TX04037","400165","N00005645","","http://www.opencongress.org/wiki/Ralph_Hall","","6311458773","","","05/03/1923"
"Sen","Thomas","","Harkin","","Tom","D","IA","Junior Seat","1","M","202-224-3254","202-224-9369","http://www.harkin.senate.gov/","http://www.harkin.senate.gov/contact.cfm","731 Hart Senate Office Building","H000206","53294","S4IA00020","300051","N00004207","SenatorHarkin","http://www.opencongress.org/wiki/Thomas_Harkin","http://www.youtube.com/SenatorTomHarkin","tomharkin","","II","11/19/1939"
"Rep","Jane","","Harman","","","D","CA","36","0","F","202-225-8220","202-226-7290","http://harman.house.gov/","http://www.house.gov/harman/contact/email.shtml","2400 Rayburn House Office Building","H000213","26768","H2CA27107","400166","N00006750","RepJaneHarman","http://www.opencongress.org/wiki/Jane_Harman","http://www.youtube.com/RepJaneHarman","20180373000","","","06/28/1945"
"Rep","John","Dennis","Hastert","","Denny","R","IL","14","0","M","","","","","","H000323","26842","H6IL14095","400169","N00004781","","http://www.opencongress.org/wiki/John_Hastert","","","","","01/02/1942"
"Rep","Alcee","L.","Hastings","Sr.","","D","FL","23","1","M","202-225-1313","202-225-1171","http://alceehastings.house.gov/","http://www.alceehastings.house.gov/index.php?option=com_content&task=view&id=104&Itemid=","2353 Rayburn House Office Building","H000324","26798","H2FL23021","400170","N00002884","","http://www.opencongress.org/wiki/Alcee_Hastings","http://www.youtube.com/RepAlceeHastings","95696782238","","","09/05/1936"
